loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
4712,5,Not Graduate,Yes,5660000,6690000,4,448,3950000,8590000,11990000.0,6920000,Rejected
4713,1,Not Graduate,Yes,1190000,2560000,20,518,420000,17320000,3880000.0,14010000,Rejected
4714,3,Not Graduate,Yes,3370000,1130000,18,478,17430000,4420000,12330000.0,16070000,Rejected
4715,2,Not Graduate,No,7390000,1250000,6,668,9800000,1090000,14120000.0,19050000,Rejected
4716,5,Graduate,Yes,6400000,5720000,18,824,3520000,21090000,380000.0,1860000,Approved
4717,3,Not Graduate,Yes,6670000,860000,18,477,16940000,1590000,12180000.0,14690000,Rejected
4718,5,Graduate,Yes,910000,3600000,10,351,5340000,4490000,7030000.0,14810000,Rejected
4719,5,Graduate,Yes,1540000,6210000,20,625,19640000,19800000,14900000.0,9750000,Approved
4720,3,Graduate,Yes,2820000,4780000,4,806,12990000,21250000,1980000.0,16800000,Approved
4721,4,Graduate,No,3310000,2700000,6,745,2140000,3390000,25830000.0,6750000,Approved
4722,5,Not Graduate,Yes,7650000,6920000,12,431,14530000,17520000,4330000.0,8000000,Rejected
4723,1,Graduate,Yes,7630000,5440000,4,871,3730000,12420000,8010000.0,13320000,Approved
4724,2,Not Graduate,Yes,310000,5300000,10,795,9520000,3430000,17770000.0,19790000,Approved
4725,3,Not Graduate,No,2480000,6490000,14,839,17120000,14180000,6160000.0,7350000,Approved
4726,2,Not Graduate,No,1720000,6570000,14,688,17060000,20710000,21430000.0,2880000,Approved
4727,2,Not Graduate,Yes,5130000,4900000,8,586,8270000,13550000,26280000.0,16340000,Approved
4728,4,Graduate,No,170000,4510000,4,382,1300000,7230000,11840000.0,18360000,Rejected
4729,0,Graduate,No,1480000,830000,18,480,8770000,22500000,11160000.0,19150000,Rejected
4730,5,Not Graduate,Yes,3100000,5570000,16,521,14200000,19660000,5100000.0,6760000,Rejected
4731,2,Graduate,No,2990000,260000,2,681,10310000,21890000,22950000.0,18380000,Approved
4732,3,Graduate,No,8670000,3490000,18,600,11300000,11760000,22680000.0,11930000,Approved
4733,3,Graduate,No,6900000,4070000,8,550,14410000,13520000,4790000.0,1920000,Rejected
4734,1,Graduate,No,3920000,1060000,2,575,14890000,12470000,5310000.0,2080000,Approved
4735,0,Graduate,Yes,7850000,1510000,14,794,8890000,20510000,28390000.0,17700000,Approved
4736,2,Not Graduate,Yes,6100000,2980000,6,508,1930000,16470000,21160000.0,3100000,Rejected
4737,3,Not Graduate,Yes,7200000,1170000,18,366,8580000,19160000,5760000.0,9370000,Rejected
4738,4,Graduate,Yes,5250000,3680000,20,412,2290000,7510000,9550000.0,9790000,Rejected
4739,4,Graduate,No,4590000,3050000,10,830,16250000,7300000,19850000.0,8500000,Approved
4740,1,Graduate,Yes,8130000,2040000,16,879,7790000,6230000,18220000.0,2690000,Approved
4741,0,Not Graduate,Yes,1800000,580000,6,541,16950000,11470000,7730000.0,2730000,Rejected
4742,0,Graduate,No,8850000,6680000,8,630,4150000,13340000,17040000.0,14210000,Approved
4743,5,Not Graduate,Yes,4770000,1590000,4,653,3460000,20260000,14950000.0,11350000,Approved
4744,1,Graduate,No,1080000,6680000,18,610,19510000,5190000,19730000.0,2310000,Approved
4745,4,Graduate,Yes,4480000,2810000,20,637,7480000,6850000,17980000.0,12250000,Approved
4746,4,Graduate,No,2570000,6000000,20,394,7270000,1120000,3160000.0,6010000,Rejected
4747,4,Not Graduate,Yes,6810000,4130000,4,663,18400000,21800000,7300000.0,7510000,Approved
4748,5,Graduate,Yes,6680000,5640000,10,375,4720000,9560000,24070000.0,5910000,Rejected
4749,1,Graduate,No,4470000,730000,14,601,16920000,6700000,5730000.0,1190000,Approved
4750,0,Graduate,Yes,790000,410000,14,701,9270000,20710000,28420000.0,1120000,Approved
4751,5,Not Graduate,Yes,2840000,3080000,8,507,650000,11840000,12220000.0,13990000,Rejected
4752,3,Not Graduate,No,7620000,6730000,16,554,6410000,10330000,6850000.0,14180000,Approved
4753,3,Not Graduate,Yes,7430000,6010000,8,534,300000,6080000,10520000.0,3630000,Rejected
4754,4,Graduate,No,1770000,590000,20,590,1950000,15520000,8860000.0,11250000,Approved
4755,4,Not Graduate,No,6190000,870000,16,615,16970000,11810000,26810000.0,12390000,Approved
4756,5,Graduate,No,420000,2680000,10,410,12810000,2770000,9560000.0,9090000,Rejected
4757,3,Graduate,No,1930000,5990000,2,353,1930000,12700000,5840000.0,2000000,Approved
4758,1,Graduate,Yes,2580000,4950000,12,310,1040000,17590000,1990000.0,12890000,Rejected
4759,1,Not Graduate,No,6390000,5420000,6,435,6300000,10510000,4810000.0,18570000,Rejected
4760,1,Graduate,Yes,8210000,260000,2,648,7430000,890000,25800000.0,3640000,Approved
4761,2,Not Graduate,Yes,920000,6270000,10,838,15470000,1590000,14300000.0,19700000,Approved
4762,4,Graduate,Yes,310000,6920000,20,696,1890000,1730000,13410000.0,7900000,Approved
4763,2,Graduate,Yes,6420000,4690000,16,747,14340000,23970000,8900000.0,18520000,Approved
4764,2,Not Graduate,No,3060000,2090000,18,720,13870000,21490000,13300000.0,2990000,Approved
4765,2,Graduate,No,2040000,5710000,10,337,9770000,3700000,27550000.0,19790000,Rejected
4766,3,Not Graduate,Yes,3480000,4450000,10,426,7110000,7980000,10170000.0,3210000,Approved
4767,0,Graduate,Yes,5590000,4960000,16,776,12490000,12250000,28140000.0,19790000,Approved
4768,5,Graduate,Yes,8870000,3120000,18,740,9350000,23850000,6240000.0,10210000,Approved
4769,4,Graduate,Yes,5440000,4270000,4,355,5530000,24040000,10990000.0,9280000,Rejected
4770,2,Graduate,Yes,1840000,5430000,2,780,4340000,3190000,7470000.0,12830000,Approved
4771,4,Not Graduate,Yes,6550000,6470000,6,623,5860000,4720000,12070000.0,17670000,Approved
4772,5,Not Graduate,Yes,1880000,1830000,6,762,13910000,2250000,1080000.0,8380000,Approved
4773,5,Graduate,No,5080000,870000,4,543,18680000,16710000,22590000.0,250000,Approved
4774,2,Not Graduate,Yes,210000,6100000,2,306,17530000,14330000,18440000.0,10270000,Approved
4775,4,Not Graduate,No,5980000,1400000,6,681,19140000,18210000,10880000.0,470000,Approved
4776,0,Graduate,No,7010000,3840000,14,304,6190000,6570000,19370000.0,16590000,Rejected
4777,2,Graduate,No,5670000,4250000,8,357,7790000,13540000,18940000.0,2160000,Rejected
4778,2,Not Graduate,No,8430000,1640000,6,517,9140000,4450000,6580000.0,7500000,Rejected
4779,5,Not Graduate,No,440000,6130000,14,615,15020000,20840000,15170000.0,4520000,Approved
4780,2,Graduate,Yes,7640000,4710000,18,369,1780000,10820000,27010000.0,1990000,Approved
4781,4,Not Graduate,No,2800000,5160000,16,652,14530000,23250000,11450000.0,1850000,Approved
4782,0,Graduate,No,1670000,5580000,14,670,12570000,21960000,11950000.0,3520000,Approved
4783,5,Graduate,No,1560000,4640000,18,784,16400000,9590000,26570000.0,2450000,Approved
4784,0,Graduate,Yes,6060000,2830000,8,715,15390000,20170000,1180000.0,4960000,Approved
4785,3,Graduate,No,590000,2760000,10,393,6760000,13980000,16920000.0,14960000,Rejected
4786,3,Not Graduate,No,4300000,3180000,6,701,19440000,7580000,28840000.0,11190000,Approved
4787,1,Graduate,Yes,1980000,6330000,8,723,1180000,18200000,6690000.0,11010000,Approved
4788,3,Graduate,No,2870000,4940000,2,756,2750000,2240000,9680000.0,1450000,Approved
4789,1,Not Graduate,Yes,6330000,4180000,10,459,5940000,9840000,6420000.0,17550000,Rejected
4790,1,Graduate,Yes,3220000,1030000,16,313,11240000,1630000,10320000.0,17670000,Rejected
4791,4,Graduate,Yes,6940000,1360000,12,671,7260000,17020000,5040000.0,4260000,Approved
4792,5,Graduate,No,1660000,5250000,6,604,11960000,9390000,4730000.0,17140000,Approved
4793,3,Not Graduate,Yes,3940000,5810000,8,787,7110000,14230000,13320000.0,7370000,Approved
4794,3,Graduate,Yes,7820000,950000,10,373,4330000,1450000,17660000.0,7170000,Rejected
4795,0,Not Graduate,No,4930000,5940000,18,882,2500000,14060000,1590000.0,12890000,Approved
4796,2,Graduate,Yes,7130000,6510000,18,692,9910000,15310000,10860000.0,15360000,Approved
4797,4,Graduate,Yes,8620000,4460000,6,553,3790000,23200000,9650000.0,1100000,Approved
4798,1,Graduate,No,6310000,3570000,18,500,18090000,9180000,29705600.000000015,13540000,Rejected
4799,5,Graduate,No,700000,470000,4,865,2560000,19700000,19350000.0,17820000,Approved
4800,0,Graduate,Yes,7660000,2270000,18,825,17160000,16910000,24840000.0,8910000,Approved
4801,5,Graduate,No,2090000,6120000,4,411,16660000,16480000,27620000.0,15070000,Approved
4802,1,Graduate,Yes,1750000,6710000,14,823,19260000,18310000,11060000.0,15300000,Approved
4803,1,Not Graduate,Yes,1080000,3500000,6,508,12120000,20880000,23150000.0,6990000,Rejected
4804,4,Graduate,Yes,6370000,560000,4,648,18160000,7210000,12980000.0,6090000,Approved
4805,5,Graduate,Yes,2260000,5430000,14,581,680000,2560000,28490000.0,3890000,Approved
4806,2,Not Graduate,Yes,370000,1940000,18,322,620000,3330000,29510000.0,9760000,Rejected
4807,4,Graduate,Yes,6850000,6020000,8,710,19260000,12700000,380000.0,5030000,Approved
4808,5,Not Graduate,Yes,3000000,1240000,4,348,1820000,22290000,17870000.0,2760000,Approved
4809,3,Not Graduate,No,4870000,1700000,10,715,2310000,6990000,7720000.0,6220000,Approved
4810,2,Not Graduate,Yes,1690000,2410000,16,644,10130000,8970000,23350000.0,7710000,Approved
4811,4,Graduate,No,8000000,6470000,12,634,3100000,7580000,28330000.0,3050000,Approved
4812,1,Graduate,No,8850000,4410000,4,824,13220000,8140000,26730000.0,19690000,Approved
4813,3,Graduate,Yes,6350000,2980000,14,774,16130000,800000,22820000.0,12750000,Rejected
4814,3,Graduate,Yes,4290000,3640000,14,462,19630000,9310000,6730000.0,13850000,Rejected
4815,5,Graduate,Yes,2660000,5390000,2,618,11310000,17110000,21010000.0,10290000,Rejected
4816,1,Not Graduate,No,220000,2370000,20,647,17140000,13940000,3960000.0,16820000,Approved
4817,0,Not Graduate,No,8530000,360000,20,679,4920000,8860000,28050000.0,9770000,Approved
4818,5,Not Graduate,No,6810000,2900000,4,406,9080000,4710000,6270000.0,14330000,Rejected
4819,4,Not Graduate,Yes,7970000,6860000,20,450,4560000,20300000,27180000.0,18560000,Rejected
4820,0,Graduate,No,7850000,2670000,18,353,5870000,17220000,29530000.0,4570000,Rejected
4821,4,Graduate,Yes,4790000,1870000,14,845,9800000,4980000,6710000.0,1020000,Approved
4822,0,Graduate,No,2470000,1330000,2,704,11210000,2250000,2470000.0,14270000,Approved
4823,5,Not Graduate,Yes,6450000,3530000,14,559,19080000,15810000,3800000.0,16290000,Approved
4824,0,Graduate,Yes,7070000,1250000,18,586,12580000,16060000,2650000.0,18580000,Approved
4825,0,Not Graduate,Yes,3350000,3000000,12,735,12370000,15010000,8740000.0,17260000,Approved
4826,2,Graduate,No,8320000,5330000,8,432,9710000,12620000,19710000.0,17920000,Rejected
4827,4,Graduate,Yes,7500000,5710000,2,399,5310000,2930000,940000.0,7980000,Rejected
4828,2,Not Graduate,Yes,1990000,4100000,16,326,14940000,1650000,11210000.0,19200000,Rejected
4829,2,Not Graduate,No,1360000,2260000,6,746,15550000,8860000,19110000.0,8610000,Approved
4830,4,Not Graduate,No,8900000,610000,20,875,10460000,21570000,7720000.0,18410000,Approved
4831,3,Not Graduate,No,3160000,770000,12,322,2290000,17760000,1500000.0,14620000,Rejected
4832,5,Not Graduate,Yes,4240000,3890000,4,444,12150000,9890000,4850000.0,17000000,Rejected
4833,2,Graduate,Yes,6710000,6460000,14,397,12690000,10190000,4280000.0,15710000,Rejected
4834,2,Not Graduate,No,8020000,740000,8,667,18410000,2470000,16290000.0,15880000,Approved
4835,1,Graduate,Yes,1860000,1310000,14,822,16100000,5050000,380000.0,3980000,Approved
4836,0,Not Graduate,Yes,310000,3320000,10,676,5750000,5710000,27180000.0,11450000,Approved
4837,4,Graduate,No,3740000,3260000,20,797,7970000,23840000,27110000.0,6040000,Approved
4838,1,Not Graduate,Yes,8810000,2840000,10,726,8030000,2890000,8570000.0,11020000,Approved
4839,2,Graduate,No,8130000,1140000,14,855,11100000,24340000,1700000.0,10840000,Approved
4840,4,Not Graduate,No,4370000,5250000,8,664,17820000,2810000,6680000.0,8950000,Approved
4841,3,Not Graduate,Yes,3220000,890000,14,676,10080000,1940000,4870000.0,9420000,Approved
4842,3,Not Graduate,Yes,4120000,5590000,20,868,11530000,13820000,27430000.0,16960000,Approved
4843,0,Not Graduate,Yes,930000,1430000,8,376,12910000,10020000,5090000.0,17850000,Rejected
4844,3,Not Graduate,Yes,3970000,6580000,12,705,18710000,21690000,18290000.0,7950000,Approved
4845,1,Not Graduate,No,970000,6580000,16,368,1580000,2880000,850000.0,8440000,Rejected
4846,0,Graduate,No,7720000,3290000,18,381,18820000,1140000,21870000.0,13490000,Rejected
4847,5,Graduate,Yes,2510000,3600000,10,358,19100000,14490000,23220000.0,7380000,Rejected
4848,2,Not Graduate,No,1680000,5650000,12,711,19340000,13840000,17880000.0,3250000,Rejected
4849,1,Graduate,Yes,2680000,4730000,18,758,14960000,18530000,7200000.0,6260000,Approved
4850,0,Not Graduate,No,3290000,1410000,14,706,16810000,10780000,15500000.0,9750000,Approved
4851,5,Not Graduate,Yes,6260000,4020000,8,743,12350000,22700000,830000.0,5130000,Approved
4852,3,Not Graduate,Yes,6460000,2970000,2,390,14890000,16060000,7490000.0,16840000,Approved
4853,1,Not Graduate,No,8890000,6680000,20,394,8620000,14230000,19780000.0,15940000,Rejected
4854,0,Not Graduate,Yes,3750000,3900000,14,470,8830000,15380000,12840000.0,11100000,Rejected
4855,0,Not Graduate,Yes,6700000,6540000,10,349,9100000,17790000,19740000.0,15340000,Rejected
4856,0,Not Graduate,No,6120000,4070000,10,402,11110000,3150000,3210000.0,410000,Rejected
4857,5,Not Graduate,No,5950000,3030000,6,586,11660000,1350000,11780000.0,16670000,Approved
4858,4,Graduate,No,8910000,6920000,16,358,1370000,8520000,15410000.0,14240000,Rejected
4859,3,Graduate,No,570000,3570000,12,706,14620000,21070000,5430000.0,5490000,Approved
4860,2,Graduate,No,3710000,1230000,10,606,890000,9050000,2460000.0,890000,Approved
4861,3,Graduate,Yes,7680000,4110000,4,695,10080000,15780000,25130000.0,13130000,Approved
4862,1,Graduate,Yes,2700000,1120000,8,620,12360000,18720000,10300000.0,4140000,Approved
4863,0,Not Graduate,No,3990000,2960000,8,772,13660000,20110000,9280000.0,2890000,Rejected
4864,1,Graduate,No,4070000,2180000,16,660,9980000,8420000,1420000.0,6030000,Approved
4865,2,Not Graduate,No,8240000,4670000,6,679,9920000,16490000,11250000.0,8820000,Approved
4866,0,Graduate,Yes,3850000,350000,16,834,6500000,21210000,10890000.0,16760000,Approved
4867,0,Graduate,No,6120000,1270000,2,385,9060000,2420000,10180000.0,12730000,Rejected
4868,2,Not Graduate,Yes,5150000,6920000,18,715,18100000,1780000,900000.0,830000,Approved
4869,1,Graduate,No,330000,3640000,4,592,8620000,11190000,6680000.0,6360000,Approved
4870,3,Not Graduate,No,4810000,780000,18,765,320000,8040000,13380000.0,11830000,Approved
4871,3,Not Graduate,Yes,3450000,4800000,18,783,16040000,10290000,18060000.0,17240000,Approved
4872,3,Graduate,Yes,6820000,260000,12,405,12620000,5150000,20220000.0,10380000,Rejected
4873,2,Graduate,Yes,1050000,4550000,12,506,7000000,5730000,29705600.000000015,18820000,Rejected
4874,0,Not Graduate,No,5340000,5600000,14,788,7710000,5670000,27750000.0,17470000,Approved
4875,0,Graduate,No,2210000,4590000,20,559,5100000,10020000,22670000.0,3790000,Approved
4876,3,Not Graduate,No,500000,2350000,16,561,7280000,1790000,4600000.0,19680000,Approved
4877,5,Not Graduate,Yes,3480000,1700000,6,768,12860000,16180000,5730000.0,17480000,Approved
4878,4,Not Graduate,No,2340000,260000,16,656,810000,23520000,18940000.0,5870000,Approved
4879,2,Not Graduate,Yes,8710000,6900000,14,308,11290000,10660000,22810000.0,1370000,Rejected
4880,5,Graduate,No,4680000,2970000,4,895,6380000,8630000,22100000.0,11020000,Approved
4881,5,Graduate,No,7350000,2180000,4,550,9270000,6270000,1150000.0,19060000,Approved
4882,5,Graduate,Yes,4160000,3450000,18,858,18090000,11870000,24350000.0,11780000,Rejected
4883,4,Graduate,No,2830000,5430000,20,675,15580000,12170000,24070000.0,6250000,Approved
4884,1,Not Graduate,Yes,1080000,3350000,6,712,17680000,6530000,2690000.0,10780000,Approved
4885,1,Not Graduate,Yes,1150000,4940000,8,807,9620000,10330000,29260000.0,8110000,Approved
4886,0,Graduate,Yes,3490000,1680000,16,393,5150000,11720000,5610000.0,8870000,Rejected
4887,0,Not Graduate,No,1940000,6660000,12,470,7710000,8940000,23890000.0,9550000,Rejected
4888,2,Not Graduate,Yes,7850000,2840000,10,685,7240000,12980000,19770000.0,12940000,Approved
4889,4,Graduate,Yes,1650000,1910000,4,375,4040000,16450000,6770000.0,4400000,Approved
4890,2,Not Graduate,Yes,3690000,2100000,10,319,1020000,4360000,16230000.0,19630000,Rejected
4891,4,Not Graduate,No,2440000,3080000,20,588,3270000,620000,11670000.0,4150000,Approved
4892,0,Not Graduate,Yes,7310000,5840000,20,760,8280000,14470000,7240000.0,16300000,Approved
4893,1,Not Graduate,No,3030000,4930000,16,327,440000,21790000,18550000.0,14870000,Rejected
4894,4,Not Graduate,No,3370000,4030000,12,327,13390000,3480000,20660000.0,17250000,Rejected
4895,0,Graduate,No,7620000,4540000,12,476,7570000,1020000,9250000.0,12060000,Rejected
4896,2,Not Graduate,Yes,4340000,6920000,20,464,2290000,18930000,400000.0,12780000,Rejected
4897,1,Graduate,No,5570000,2360000,18,627,3510000,9230000,4220000.0,3990000,Approved
4898,3,Not Graduate,No,6370000,4650000,10,395,7060000,21170000,22900000.0,18390000,Rejected
4899,0,Not Graduate,Yes,4130000,3600000,2,675,7810000,15510000,890000.0,10780000,Approved
4900,2,Not Graduate,Yes,7280000,5440000,2,786,13400000,3730000,10710000.0,17940000,Approved
4901,1,Graduate,Yes,3960000,2630000,12,713,6790000,18110000,15250000.0,250000,Approved
4902,1,Graduate,No,7800000,1590000,18,324,15380000,12740000,23010000.0,15300000,Rejected
4903,1,Not Graduate,No,7760000,6490000,8,780,17710000,8360000,22400000.0,4330000,Approved
4904,3,Not Graduate,Yes,1680000,1250000,16,669,11680000,23600000,19000000.0,5030000,Approved
4905,1,Not Graduate,Yes,2380000,4900000,2,438,12880000,19060000,10610000.0,1820000,Approved
4906,1,Not Graduate,Yes,1070000,5410000,2,465,9620000,4480000,9650000.0,8680000,Rejected
4907,3,Graduate,No,5540000,3590000,6,487,300000,12310000,26410000.0,2230000,Rejected
4908,4,Not Graduate,No,2170000,4100000,12,432,7090000,5540000,13720000.0,6250000,Rejected
4909,2,Not Graduate,Yes,7310000,870000,12,658,17460000,10420000,15140000.0,15430000,Approved
4910,3,Graduate,No,1900000,6190000,20,566,11690000,1030000,1600000.0,9740000,Approved
4911,4,Graduate,No,1030000,2430000,10,702,10640000,4950000,820000.0,6920000,Approved
4912,5,Graduate,Yes,7640000,5060000,18,891,14340000,13470000,4240000.0,1870000,Approved
4913,4,Graduate,Yes,1200000,4960000,10,583,10820000,16660000,25660000.0,16470000,Approved
4914,2,Not Graduate,No,7210000,6200000,12,791,14130000,2340000,3330000.0,7180000,Approved
4915,5,Graduate,Yes,7660000,1840000,20,585,11120000,2330000,22200000.0,1000000,Approved
4916,3,Graduate,No,230000,2110000,10,453,11470000,9550000,23610000.0,18440000,Rejected
4917,0,Not Graduate,Yes,2560000,1670000,12,795,1080000,4020000,24580000.0,13500000,Approved
4918,0,Graduate,Yes,6040000,6720000,6,894,11800000,2960000,28160000.0,11570000,Approved
4919,0,Not Graduate,Yes,5200000,1280000,12,797,2750000,7250000,9520000.0,9850000,Approved
4920,2,Not Graduate,No,3560000,3460000,20,516,2110000,14690000,22830000.0,4380000,Rejected
4921,5,Not Graduate,No,6020000,5770000,18,609,6150000,13790000,26830000.0,8070000,Approved
4922,1,Graduate,Yes,5910000,550000,18,723,3940000,6940000,17420000.0,250000,Approved
4923,3,Not Graduate,Yes,5160000,3230000,4,589,18630000,340000,27370000.0,300000,Approved
4924,1,Graduate,No,7010000,620000,2,581,17870000,12580000,9260000.0,4050000,Approved
4925,3,Graduate,Yes,5860000,6770000,2,555,19750000,24010000,10540000.0,7580000,Rejected
4926,3,Graduate,No,8850000,1460000,6,706,15270000,8920000,28230000.0,3230000,Approved
4927,3,Not Graduate,Yes,5370000,500000,20,862,9540000,5220000,1570000.0,9560000,Approved
4928,3,Graduate,Yes,2570000,6200000,12,772,11630000,12930000,16290000.0,9140000,Approved
